"source_file","source_page","section_heading","rate_category","notification_no","notification_date","rate_as_on_date","schedule","serial_no","hsn_code","description","source_rate","cgst_rate","sgst_rate","total_gst_rate","compensation_cess_rate","is_exempt","gst_rate","condition","footnote","amendment_note","raw_text"
"GST rates2025.pdf","1","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","1.","0101 21 00, 0101 29","Live horses","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","1. | 0101 21 00, 0101 29 | Live horses | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","226.","30 or any Chapter","All Drugs and medicines including their salts and esters and diagnostic test kits; formulations manufactured from bulk drugs [other than those specified at nil at S. No. 113 of notification No. 10/2025-Central Tax (Rate) dated 17th September, 2025]","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","226. | 30 or any Chapter | All Drugs and medicines including their salts and esters and diagnostic test kits; formulations manufactured from bulk drugs [other than those specified at nil at S. No. 113 of notification No. 10/2025-Central Tax (Rate) dated 17th September, 2025] | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","227.","30","Diagnostic kits for detection of all types of hepatitis","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","227. | 30 | Diagnostic kits for detection of all types of hepatitis | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","228.","30","Medicaments (including veterinary medicaments) used in bio-chemic systems","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","228. | 30 | Medicaments (including veterinary medicaments) used in bio-chemic systems | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","229.","30","Medicaments (including those used in Ayurvedic, Unani, Siddha, Homeopathic or Bio-chemic systems), manufactured exclusively in accordance with the formulae described in the authoritative books specified in the First Schedule to the Drugs and Cosmetics Act, 1940 (23 of 1940) or Homeopathic Pharmacopoeia of India or the United States of America or the United Kingdom or the German Homeopathic Pharmacopoeia, as the case may be, and sold under the name as specified in such books or pharmacopoeia","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","229. | 30 | Medicaments (including those used in Ayurvedic, Unani, Siddha, Homeopathic or Bio-chemic systems), manufactured exclusively in accordance with the formulae described in the authoritative books specified in the First Schedule to the Drugs and Cosmetics Act, 1940 (23 of 1940) or Homeopathic Pharmacopoeia of India or the United States of America or the United Kingdom or the German Homeopathic Pharmacopoeia, as the case may be, and sold under the name as specified in such books or pharmacopoeia | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","230.","3001","Glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","230. | 3001 | Glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","231.","3002","Animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures whether or not modified","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","231. | 3002 | Animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; toxins, cultures of micro-organisms (excluding yeasts) and similar products; cell cultures whether or not modified | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","232.","3002, 3006","Animal or Human Blood Vaccines","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","232. | 3002, 3006 | Animal or Human Blood Vaccines | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","233.","3003","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale, including Ayurvedic, Unani, Siddha, homoeopathic or Bio-chemic systems medicaments","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","233. | 3003 | Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale, including Ayurvedic, Unani, Siddha, homoeopathic or Bio-chemic systems medicaments | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","234.","3004","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale, including Ayurvedic, Unani, homoeopathic siddha or Bio-chemic systems medicaments, put up for retail sale","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","234. | 3004 | Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale, including Ayurvedic, Unani, homoeopathic siddha or Bio-chemic systems medicaments, put up for retail sale | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","235.","3005","Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","235. | 3005 | Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","236.","3006","Pharmaceutical goods specified in Note 4 to this Chapter i.e. Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable; Waste pharmaceuticals (other than contraceptives); Ostomy appliances including pouch or flange, stoma adhesive paste, barrier cream, irrigator kit, sleeves, belt, micro-pore tapes","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","236. | 3006 | Pharmaceutical goods specified in Note 4 to this Chapter i.e. Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable; Waste pharmaceuticals (other than contraceptives); Ostomy appliances including pouch or flange, stoma adhesive paste, barrier cream, irrigator kit, sleeves, belt, micro-pore tapes | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","237.","3101","All goods i.e. animal or vegetable fertilisers or organic fertilisers pre-packaged and labelled","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","237. | 3101 | All goods i.e. animal or vegetable fertilisers or organic fertilisers pre-packaged and labelled | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","238.","3102","Mineral or chemical fertilisers, nitrogenous, other than those which are clearly not to be used as fertilizers","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","238. | 3102 | Mineral or chemical fertilisers, nitrogenous, other than those which are clearly not to be used as fertilizers | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","239.","3103","Mineral or chemical fertilisers, phosphatic, other than those which are clearly not to be used as fertilizers","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","239. | 3103 | Mineral or chemical fertilisers, phosphatic, other than those which are clearly not to be used as fertilizers | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","240.","3104","Mineral or chemical fertilisers, potassic, other than those which are clearly not to be used as fertilizers","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","240. | 3104 | Mineral or chemical fertilisers, potassic, other than those which are clearly not to be used as fertilizers | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","241.","3105","Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg; other than those which are clearly not to be used as fertilizers","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","241. | 3105 | Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg; other than those which are clearly not to be used as fertilizers | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","242.","32","Wattle extract, quebracho extract, chestnut extract","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","242. | 32 | Wattle extract, quebracho extract, chestnut extract | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","243.","3202","Enzymatic preparations for pre-tanning","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","243. | 3202 | Enzymatic preparations for pre-tanning | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","244.","3304","Talcum powder, Face powder","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","244. | 3304 | Talcum powder, Face powder | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","245.","3305","Hair oil, shampoo","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","245. | 3305 | Hair oil, shampoo | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","246.","3306","Toothpaste","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","246. | 3306 | Toothpaste | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","247.","3306 10 10","Tooth powder","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","247. | 3306 10 10 | Tooth powder | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","248.","3306 20 00","Yarn used to clean between the teeth (Dental floss)","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","248. | 3306 20 00 | Yarn used to clean between the teeth (Dental floss) | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","249.","3307","Shaving cream, shaving lotion, aftershave lotion","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","249. | 3307 | Shaving cream, shaving lotion, aftershave lotion | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","250.","3307 41 00","Agarbatti, lobhan, dhoop batti, dhoop, sambraani","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","250. | 3307 41 00 | Agarbatti, lobhan, dhoop batti, dhoop, sambraani | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","251.","3401","Toilet Soap (other than industrial soap) in the form of bars, cakes, moulded pieces or shapes","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","251. | 3401 | Toilet Soap (other than industrial soap) in the form of bars, cakes, moulded pieces or shapes | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","252.","3402","Sulphonated castor oil, fish oil or sperm oil","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","252. | 3402 | Sulphonated castor oil, fish oil or sperm oil | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","253.","3406","Candles, tapers and the like","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","253. | 3406 | Candles, tapers and the like | 2.5%"
"GST rates2025.pdf","14","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","254.","3503","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","254. | 3503 | Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501 | 2.5%"
